"Species","ID_No","Clutch.ID","Date.eggs.hatched","Stocking.density","Date.stocked","Tank.ID","Year","Date.metamorphosed","Mass.g.metamorphosed","Mark","Fate.comments","Mortality","Facility","Person Entering Data","Date.collected","Days.to.metamorphosis"
"Rcapito",418,"gf1",NA,60,"3/4/23",2,2023,2023-06-19,4.76,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",419,"gf1",NA,60,"3/4/23",2,2023,2023-06-19,4.01,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",425,"gf1",NA,60,"3/4/23",2,2023,2023-06-19,4.01,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",430,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.72,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",431,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,4.2,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",432,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.25,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",446,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.01,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",472,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.34,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",476,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.74,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",526,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.84,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",527,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.93,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",528,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,4.83,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",529,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.95,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",530,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,4.02,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",531,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,4.1,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",558,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,4.79,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",559,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,4.07,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",567,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.97,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",568,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,3.57,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",581,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,4.3,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",587,"gf1",NA,60,"3/4/23",2,2023,2023-06-21,5.43,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",697,"gf1",NA,60,"3/4/23",2,2023,2023-06-23,4.61,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",749,"gf1",NA,60,"3/4/23",2,2023,2023-06-26,3.5,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",750,"gf1",NA,60,"3/4/23",2,2023,2023-06-26,4.37,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",810,"gf1",NA,60,"3/4/23",2,2023,2023-06-26,3.72,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",812,"gf1",NA,60,"3/4/23",2,2023,2023-06-26,3.81,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",912,"gf1",NA,60,"3/4/23",2,2023,2023-06-28,3.73,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",915,"gf1",NA,60,"3/4/23",2,2023,2023-06-28,4.82,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",917,"gf1",NA,60,"3/4/23",2,2023,2023-06-28,4.73,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",958,"gf1",NA,60,"3/4/23",2,2023,2023-06-30,4.3,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",959,"gf1",NA,60,"3/4/23",2,2023,2023-06-30,4.22,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",980,"gf1",NA,60,"3/4/23",2,2023,2023-06-30,3.9,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1019,"gf1",NA,60,"3/4/23",2,2023,2023-07-03,4.27,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1020,"gf1",NA,60,"3/4/23",2,2023,2023-07-03,5.17,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1032,"gf1",NA,60,"3/4/23",2,2023,2023-07-05,4.38,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1034,"gf1",NA,60,"3/4/23",2,2023,2023-07-05,3.64,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1047,"gf1",NA,60,"3/4/23",2,2023,2023-07-05,5.47,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1055,"gf1",NA,60,"3/4/23",2,2023,2023-07-05,5.4,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1131,"gf1",NA,60,"3/4/23",2,2023,2023-07-10,4.38,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1132,"gf1",NA,60,"3/4/23",2,2023,2023-07-10,5.42,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1142,"gf1",NA,60,"3/4/23",2,2023,2023-07-10,4.89,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1149,"gf1",NA,60,"3/4/23",2,2023,2023-07-10,4.12,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1166,"gf1",NA,60,"3/4/23",2,2023,2023-07-12,4.68,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",189,"gf1",NA,60,"3/4/23",3,2023,2023-06-14,3.22,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",276,"gf1",NA,60,"3/4/23",3,2023,2023-06-16,5.92,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",277,"gf1",NA,60,"3/4/23",3,2023,2023-06-16,4.7,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",278,"gf1",NA,60,"3/4/23",3,2023,2023-06-16,4.85,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",326,"gf1",NA,60,"3/4/23",3,2023,2023-06-18,5.49,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",327,"gf1",NA,60,"3/4/23",3,2023,2023-06-18,4.24,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",328,"gf1",NA,60,"3/4/23",3,2023,2023-06-18,4.92,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",329,"gf1",NA,60,"3/4/23",3,2023,2023-06-18,5.05,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",330,"gf1",NA,60,"3/4/23",3,2023,2023-06-18,3.76,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",331,"gf1",NA,60,"3/4/23",3,2023,2023-06-18,5.89,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",454,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,3.85,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",477,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,3.9,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",551,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,5.4,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",552,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,5.63,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",553,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,4.64,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",554,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,4.06,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",555,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,4.55,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",556,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,4.55,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",557,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,4.79,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",573,"gf1",NA,60,"3/4/23",3,2023,2023-06-21,5,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",607,"gf1",NA,60,"3/4/23",3,2023,2023-06-23,5.09,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",608,"gf1",NA,60,"3/4/23",3,2023,2023-06-23,3.66,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",609,"gf1",NA,60,"3/4/23",3,2023,2023-06-23,4.78,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",664,"gf1",NA,60,"3/4/23",3,2023,2023-06-23,5.26,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",682,"gf1",NA,60,"3/4/23",3,2023,2023-06-23,5.16,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",718,"gf1",NA,60,"3/4/23",3,2023,2023-06-23,5.04,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",751,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,3.51,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",752,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,6.4,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",753,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,5.21,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",754,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,4.18,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",755,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,5.5,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",756,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,5,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",757,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,4.96,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",813,"gf1",NA,60,"3/4/23",3,2023,2023-06-26,5.08,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",828,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,6.22,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",829,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,3.58,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",830,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,4.66,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",831,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,4.47,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",832,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,5.85,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",833,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,6.77,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",834,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,4.13,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",835,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,4.56,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",836,"gf1",NA,60,"3/4/23",3,2023,2023-06-28,4.57,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",943,"gf1",NA,60,"3/4/23",3,2023,2023-06-30,5.84,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",944,"gf1",NA,60,"3/4/23",3,2023,2023-06-30,4.28,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",945,"gf1",NA,60,"3/4/23",3,2023,2023-06-30,5.35,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",946,"gf1",NA,60,"3/4/23",3,2023,2023-06-30,4.64,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",999,"gf1",NA,60,"3/4/23",3,2023,2023-07-02,4.53,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1023,"gf1",NA,60,"3/4/23",3,2023,2023-07-03,5.44,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1026,"gf1",NA,60,"3/4/23",3,2023,2023-07-03,5.13,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1030,"gf1",NA,60,"3/4/23",3,2023,2023-07-03,5.8,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1046,"gf1",NA,60,"3/4/23",3,2023,2023-07-05,5.02,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1084,"gf1",NA,60,"3/4/23",3,2023,2023-07-07,5.27,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1085,"gf1",NA,60,"3/4/23",3,2023,2023-07-07,5.28,"N/A","1cm tail","N/A","UGA","CE","2/13/23",NA
"Rcapito",1095,"gf1",NA,60,"3/4/23",3,2023,2023-07-07,5.48,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1123,"gf1",NA,60,"3/4/23",3,2023,2023-07-10,6.1,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",1165,"gf1",NA,60,"3/4/23",3,2023,2023-07-12,5.78,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",101,"gf1",NA,71,"3/4/23",4,2023,2023-06-12,5.94,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",102,"gf1",NA,71,"3/4/23",4,2023,2023-06-12,6.86,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",103,"gf1",NA,71,"3/4/23",4,2023,2023-06-12,5.03,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",104,"gf1",NA,71,"3/4/23",4,2023,2023-06-12,6.31,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",105,"gf1",NA,71,"3/4/23",4,2023,2023-06-12,5.35,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",191,"gf1",NA,71,"3/4/23",4,2023,2023-06-14,6.48,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",192,"gf1",NA,71,"3/4/23",4,2023,2023-06-14,4.22,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",193,"gf1",NA,71,"3/4/23",4,2023,2023-06-14,5.89,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",205,"gf1",NA,71,"3/4/23",4,2023,2023-06-14,4.63,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",206,"gf1",NA,71,"3/4/23",4,2023,2023-06-14,3.21,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",207,"gf1",NA,71,"3/4/23",4,2023,2023-06-14,4.89,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",208,"gf1",NA,71,"3/4/23",4,2023,2023-06-15,5.04,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",209,"gf1",NA,71,"3/4/23",4,2023,2023-06-15,3.98,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",265,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,7.19,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",266,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,5.72,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",267,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,4.47,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",268,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,4.96,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",269,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,4.92,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",270,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,4.76,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",271,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,5.12,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",291,"gf1",NA,71,"3/4/23",4,2023,2023-06-16,4.52,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",299,"gf1",NA,71,"3/4/23",4,2023,2023-06-18,5.39,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",300,"gf1",NA,71,"3/4/23",4,2023,2023-06-18,5.33,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",332,"gf1",NA,71,"3/4/23",4,2023,2023-06-18,4.89,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",333,"gf1",NA,71,"3/4/23",4,2023,2023-06-18,4.78,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",346,"gf1",NA,71,"3/4/23",4,2023,2023-06-18,4.6,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",441,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,5.02,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",449,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,4.72,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",451,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,5.13,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",453,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,4.52,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",483,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,4.65,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",486,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,4.64,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",517,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,3.66,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
"Rcapito",519,"gf1",NA,71,"3/4/23",4,2023,2023-06-21,4.26,"N/A","N/A","N/A","UGA","CE","2/13/23",NA
