ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,Facility,Other - Facility,Tank.ID,Other - Tank,Mass.g.metamorphosed,Mark,Fate.comments,x,y,Date.metamorphosed,Time,Year,Date.eggs.hatched,Date.stocked,Days.to.metamorphosis,Clutch.ID,Stocking.density
488,9b52226f-e124-4c5c-8d23-3e5c18d10439,6/21/24 13:27,agc93487_USG,6/21/24 13:27,agc93487_USG,6/21/24 13:27,Andie Crenshaw,NA,UGA,NA,1,NA,7.83,NA,NA,-83.35769241,33.89081352,6/21/24,13:27:00,2024,NA,3/18/24,,GF4,60
489,85a000d7-f896-4d37-866e-4e1c31142388,6/21/24 13:27,agc93487_USG,6/21/24 13:27,agc93487_USG,6/21/24 13:27,Andie Crenshaw,NA,UGA,NA,1,NA,5.23,NA,NA,-83.35771761,33.89081052,6/21/24,13:27:00,2024,NA,3/18/24,,GF4,60
542,da74eb7e-1fe9-4e36-96db-ec8b5c753468,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:09,Andie Crenshaw,NA,UGA,NA,1,NA,5.48,NA,NA,-83.35770162,33.89075821,6/24/24,13:09:00,2024,NA,3/18/24,,GF4,60
543,f831d4fe-5ae3-4e9d-a8f7-df5f13f8cbcd,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:12,Andie Crenshaw,NA,UGA,NA,1,NA,6.46,NA,NA,-83.35767534,33.89079249,6/24/24,13:12:00,2024,NA,3/18/24,,GF4,60
544,7421d3c4-5c93-490e-ada0-711a32469555,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:12,Andie Crenshaw,NA,UGA,NA,1,NA,5.62,NA,NA,-83.3577283,33.890815,6/24/24,13:12:00,2024,NA,3/18/24,,GF4,60
545,192de782-1c01-44c5-a564-884e8c1ffbef,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:12,Andie Crenshaw,NA,UGA,NA,1,NA,5.19,NA,NA,-83.35773897,33.89080664,6/24/24,13:12:00,2024,NA,3/18/24,,GF4,60
546,6e8c6603-c420-45c6-a1a8-9c56804c5a88,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:13,Andie Crenshaw,NA,UGA,NA,1,NA,5.47,NA,NA,-83.35768841,33.89080569,6/24/24,13:13:00,2024,NA,3/18/24,,GF4,60
547,079292ea-b161-4153-bda4-56534d2021ad,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:13,Andie Crenshaw,NA,UGA,NA,1,NA,5.52,NA,NA,-83.35767262,33.89079156,6/24/24,13:13:00,2024,NA,3/18/24,,GF4,60
548,d3077c4c-3b2c-474d-af67-3f4ea82170ed,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:13,Andie Crenshaw,NA,UGA,NA,1,NA,5.5,NA,NA,-83.35766018,33.89078531,6/24/24,13:13:00,2024,NA,3/18/24,,GF4,60
549,e743d1f3-28e8-4434-8ecb-c96e5be2b44f,6/24/24 13:28,agc93487_USG,6/24/24 13:28,agc93487_USG,6/24/24 13:14,Andie Crenshaw,NA,UGA,NA,1,NA,4.91,NA,NA,-83.35768426,33.89076723,6/24/24,13:14:00,2024,NA,3/18/24,,GF4,60
681,f37dedae-62b2-49e5-8d68-36649e9b4e69,6/26/24 13:01,ek30648_USG,6/26/24 13:01,ek30648_USG,6/26/24 10:49,Corrie Navis,NA,UGA,NA,1,NA,5.97,NA,NA,-83.35768435,33.89077546,6/26/24,10:49:00,2024,NA,3/18/24,,GF4,60
683,49befec1-017d-4839-ab69-aeeb17637c92,6/26/24 13:01,ek30648_USG,6/26/24 13:01,ek30648_USG,6/26/24 10:50,Corrie Navis,NA,UGA,NA,1,NA,5.42,NA,NA,-83.35765685,33.89077803,6/26/24,10:50:00,2024,NA,3/18/24,,GF4,60
749,2a1a3658-f165-45db-b9d4-b9ca956451c8,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:53,Eva Kerr,NA,UGA,NA,1,NA,4.24,NA,NA,-83.35766805,33.89077235,6/26/24,13:53:00,2024,NA,3/18/24,,GF4,60
750,bf52dc87-64b9-44bd-93a1-7572c5874ccb,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:54,Eva Kerr,NA,UGA,NA,1,NA,6.01,NA,NA,-83.35765438,33.89076501,6/26/24,13:54:00,2024,NA,3/18/24,,GF4,60
751,f1af75b7-65e9-4ff4-8b4d-009f32a2ac35,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:55,Eva Kerr,NA,UGA,NA,1,NA,5.59,NA,NA,-83.35765657,33.8907601,6/26/24,13:55:00,2024,NA,3/18/24,,GF4,60
752,0d190dd1-b8c2-4f56-8fb4-881a86e1f007,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:56,Eva Kerr,NA,UGA,NA,1,NA,5.86,NA,NA,-83.35765657,33.8907601,6/26/24,13:56:00,2024,NA,3/18/24,,GF4,60
753,5c728776-0b97-4e27-8254-34e93f540295,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:56,Eva Kerr,NA,UGA,NA,1,NA,5.21,NA,NA,-83.35764486,33.89076188,6/26/24,13:56:00,2024,NA,3/18/24,,GF4,60
777,282614f1-d159-4a2f-ba1b-d23fd02ee542,6/26/24 14:56,ek30648_USG,6/26/24 14:56,ek30648_USG,6/26/24 14:55,Eva Kerr,NA,UGA,NA,1,NA,7.28,NA,NA,-83.3576712,33.89076219,6/26/24,14:55:00,2024,NA,3/18/24,,GF4,60
786,38c49568-7023-45e0-8130-31ed544a4e61,6/28/24 12:48,agc93487_USG,6/28/24 12:48,agc93487_USG,6/28/24 10:39,Andie Crenshaw,NA,UGA,NA,1,NA,5.21,NA,NA,0,0,6/28/24,10:39:00,2024,NA,3/18/24,,GF4,60
867,0b36c0d6-3cd2-4169-9003-623ca671cca8,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:24,Andie Crenshaw,NA,UGA,NA,1,NA,5.83,NA,NA,-83.35769364,33.89080065,6/28/24,13:24:00,2024,NA,3/18/24,,GF4,60
868,0bb05271-7580-48ee-b053-87b87a1bc4dc,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:25,Andie Crenshaw,NA,UGA,NA,1,NA,7.01,NA,NA,-83.35772215,33.89078647,6/28/24,13:25:00,2024,NA,3/18/24,,GF4,60
869,5b94be2a-6357-4dd7-b14a-a50568802665,6/28/24 13:42,agc93487_USG,6/28/24 13:42,agc93487_USG,6/28/24 13:25,Andie Crenshaw,NA,UGA,NA,1,NA,4.44,NA,NA,-83.35771346,33.89080056,6/28/24,13:25:00,2024,NA,3/18/24,,GF4,60
935,06e012b6-5d25-4462-8b97-239dcf6f2a63,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:01,Eva Kerr,NA,UGA,NA,1,NA,6.82,NA,NA,-83.35771426,33.89074221,7/1/24,13:01:00,2024,NA,3/18/24,,GF4,60
936,9f7d9e43-47eb-4538-9a5a-496249c36913,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:02,Eva Kerr,NA,UGA,NA,1,NA,5.88,NA,NA,-83.35771942,33.89075094,7/1/24,13:02:00,2024,NA,3/18/24,,GF4,60
937,36d07e22-a483-4a0f-902f-7a45bd62381b,7/1/24 13:21,ek30648_USG,7/1/24 13:21,ek30648_USG,7/1/24 13:02,Eva Kerr,NA,UGA,NA,1,NA,6.16,NA,NA,-83.3576602,33.89080039,7/1/24,13:02:00,2024,NA,3/18/24,,GF4,60
1012,52eabed6-b2ee-402d-82d1-38742df493e9,7/3/24 11:59,ccarter_USG,7/3/24 11:59,ccarter_USG,7/3/24 11:55,Vanessa Terrell,NA,UGA,NA,1,NA,5.15,NA,NA,-83.35766787,33.89076069,7/3/24,11:55:00,2024,NA,3/18/24,,GF4,60
1015,defb6492-b2e6-47f5-9a7a-f5bbe41be46d,7/3/24 11:59,ccarter_USG,7/3/24 11:59,ccarter_USG,7/3/24 11:58,Vanessa Terrell,NA,UGA,NA,1,NA,6.3,NA,NA,-83.35768232,33.89075731,7/3/24,11:58:00,2024,NA,3/18/24,,GF4,60
1035,049cf23b-4844-4dcb-9597-1a259a3a858d,7/3/24 12:20,ccarter_USG,7/3/24 12:20,ccarter_USG,7/3/24 12:20,Vanessa Terrell,NA,UGA,NA,1,NA,6.33,NA,NA,-83.35764776,33.89077171,7/3/24,12:20:00,2024,NA,3/18/24,,GF4,60
1036,7a087266-ca8a-40ad-9255-6f0ae47c09c1,7/3/24 12:20,ccarter_USG,7/3/24 12:20,ccarter_USG,7/3/24 12:20,Vanessa Terrell,NA,UGA,NA,1,NA,5.54,NA,NA,-83.35765685,33.89076971,7/3/24,12:20:00,2024,NA,3/18/24,,GF4,60
1037,17aa8298-e217-424b-8292-677f0c99d955,7/3/24 12:21,ccarter_USG,7/3/24 12:21,ccarter_USG,7/3/24 12:20,Vanessa Terrell,NA,UGA,NA,1,NA,6.64,NA,NA,-83.35765606,33.89076582,7/3/24,12:20:00,2024,NA,3/18/24,,GF4,60
1038,639878b0-b5ec-4a26-a788-fa9cdc41bb88,7/3/24 12:21,ccarter_USG,7/3/24 12:21,ccarter_USG,7/3/24 12:21,Vanessa Terrell,NA,UGA,NA,1,NA,5.07,NA,NA,-83.35765606,33.89076582,7/3/24,12:21:00,2024,NA,3/18/24,,GF4,60
1079,2dd3d69a-594d-46bb-b6b0-c29b94fa401f,7/5/24 18:10,kfh39602_USG,7/5/24 18:10,kfh39602_USG,7/5/24 12:54,Kristina Hefferle,NA,UGA,NA,1,NA,5.62,NA,NA,-83.35768731,33.89081121,7/5/24,12:54:00,2024,NA,3/18/24,,GF4,60
1080,cfc5782e-9600-4611-9896-da584032bbbe,7/5/24 18:10,kfh39602_USG,7/5/24 18:10,kfh39602_USG,7/5/24 12:57,Kristina Hefferle,NA,UGA,NA,1,NA,7.27,NA,NA,-83.35767684,33.8907987,7/5/24,12:57:00,2024,NA,3/18/24,,GF4,60
1081,6aebd23f-0f30-45d7-903a-c754a966b972,7/5/24 18:10,kfh39602_USG,7/5/24 18:10,kfh39602_USG,7/5/24 12:57,Kristina Hefferle,NA,UGA,NA,1,NA,6.42,NA,NA,-83.3576874,33.89079766,7/5/24,12:57:00,2024,NA,3/18/24,,GF4,60
1082,ef356eaf-1669-48b9-a582-c5570928865e,7/5/24 18:10,kfh39602_USG,7/5/24 18:10,kfh39602_USG,7/5/24 12:58,Kristina Hefferle,NA,UGA,NA,1,NA,6.13,NA,NA,-83.3576874,33.89079766,7/5/24,12:58:00,2024,NA,3/18/24,,GF4,60
1094,f12bd231-a2a6-4ce0-b867-ed512880ae76,7/5/24 18:10,kfh39602_USG,7/5/24 18:10,kfh39602_USG,7/5/24 13:09,Kristina Hefferle,NA,UGA,NA,1,NA,6.58,NA,NA,-83.35769095,33.89078707,7/5/24,13:09:00,2024,NA,3/18/24,,GF4,60
1134,f704d8f6-58ed-40b4-8b5f-036732e7c567,7/8/24 12:24,vkinney_USG,7/8/24 12:24,vkinney_USG,7/8/24 12:22,Vanessa Terrell,NA,UGA,NA,1,NA,6.77,NA,NA,-83.35772368,33.89077973,7/8/24,12:22:00,2024,NA,3/18/24,,GF4,60
1135,56d588d1-547d-4761-95de-32cef1aed04a,7/8/24 12:24,vkinney_USG,7/8/24 12:24,vkinney_USG,7/8/24 12:24,Vanessa Terrell,NA,UGA,NA,1,NA,6.54,NA,NA,-83.35769858,33.89077409,7/8/24,12:24:00,2024,NA,3/18/24,,GF4,60
1136,30b52ded-1f53-4294-9e53-27dbde1070e4,7/8/24 12:25,vkinney_USG,7/8/24 12:25,vkinney_USG,7/8/24 12:24,Vanessa Terrell,NA,UGA,NA,1,NA,5.24,NA,NA,-83.35771732,33.89076954,7/8/24,12:24:00,2024,NA,3/18/24,,GF4,60
1137,e3dd72be-8f50-4d46-b0fa-88f2b68ed1cf,7/8/24 12:25,vkinney_USG,7/8/24 12:25,vkinney_USG,7/8/24 12:25,Vanessa Terrell,NA,UGA,NA,1,NA,5.4,NA,NA,-83.35770914,33.89077414,7/8/24,12:25:00,2024,NA,3/18/24,,GF4,60
1139,495dcb30-e222-482a-84c4-bcbaf03f8a7c,7/8/24 12:28,vkinney_USG,7/8/24 12:28,vkinney_USG,7/8/24 12:27,Vanessa Terrell,NA,UGA,NA,1,NA,6.99,NA,NA,-83.35770656,33.89076206,7/8/24,12:27:00,2024,NA,3/18/24,,GF4,60
1143,aa9af958-0132-43ec-b10e-261d48029d64,7/8/24 12:32,vkinney_USG,7/8/24 12:32,vkinney_USG,7/8/24 12:31,Vanessa Terrell,NA,UGA,NA,1,NA,7.27,NA,NA,-83.35768822,33.89072993,7/8/24,12:31:00,2024,NA,3/18/24,,GF4,60
1160,c3d8fb1a-3510-424a-b03b-515ec1255c9f,7/10/24 17:27,cjn07548_USG,7/10/24 17:27,cjn07548_USG,7/10/24 11:44,Corrie Navis,NA,UGA,NA,1,NA,6.82,NA,NA,-83.35769594,33.89081954,7/10/24,11:44:00,2024,NA,3/18/24,,GF4,60
1182,d7b33892-87a0-40b6-9983-4f9361056586,7/15/24 14:09,cjn07548_USG,7/15/24 14:09,cjn07548_USG,7/15/24 13:53,Corrie Navis,NA,UGA,NA,1,NA,6.17,NA,NA,-83.35773269,33.89083907,7/15/24,13:53:00,2024,NA,3/18/24,,GF4,60
1213,3494c68d-4b41-4349-af4b-3d48aba3b320,7/19/24 13:55,vkinney_USG,7/19/24 13:55,vkinney_USG,7/19/24 13:54,Vanessa Terrell,NA,UGA,NA,1,NA,5.56,NA,NA,-83.35780811,33.89074733,7/19/24,13:54:00,2024,NA,3/18/24,,GF4,60
24,624dec5f-e599-4c63-8eca-860bbd2f3a66,6/10/24 13:07,vkinney_USG,6/10/24 13:07,vkinney_USG,6/10/24 13:05,Vanessa Terrell,NA,UGA,NA,2,NA,5.41,NA,NA,-83.35769094,33.89076558,6/10/24,13:05:00,2024,NA,3/18/24,,GF3,60
25,962f069a-ad35-491b-944c-56b1ece27f08,6/10/24 13:08,vkinney_USG,6/10/24 13:08,vkinney_USG,6/10/24 13:07,Vanessa Terrell,NA,UGA,NA,2,NA,6.49,NA,NA,-83.35767944,33.89075694,6/10/24,13:07:00,2024,NA,3/18/24,,GF3,60
26,5af6596b-786b-442e-92ab-c87b3589923a,6/10/24 13:08,vkinney_USG,6/10/24 13:08,vkinney_USG,6/10/24 13:08,Vanessa Terrell,NA,UGA,NA,2,NA,4.59,NA,NA,-83.35767007,33.89075693,6/10/24,13:08:00,2024,NA,3/18/24,,GF3,60
27,5bbe3575-f1fe-44c0-96ea-2abf8159460f,6/10/24 13:09,vkinney_USG,6/10/24 13:09,vkinney_USG,6/10/24 13:08,Vanessa Terrell,NA,UGA,NA,2,NA,4.74,NA,NA,-83.35767453,33.8907637,6/10/24,13:08:00,2024,NA,3/18/24,,GF3,60
45,251f0edb-a64c-473f-8d33-3d10a1a2fcc6,6/10/24 13:32,vkinney_USG,6/10/24 13:32,vkinney_USG,6/10/24 13:32,Vanessa Terrell,NA,UGA,NA,2,NA,6.32,NA,NA,-83.3576927,33.89074082,6/10/24,13:32:00,2024,NA,3/18/24,,GF3,60
49,126b1ca8-51b9-40c8-8feb-b3bb2bed99dc,6/12/24 12:40,vkinney_USG,6/12/24 12:40,vkinney_USG,6/12/24 12:40,Vanessa Terrell,NA,UGA,NA,2,NA,4.98,NA,NA,-83.35766891,33.89077809,6/12/24,12:40:00,2024,NA,3/18/24,,GF3,60
50,bdc39742-b9c0-43d8-9b41-51d843da6f36,6/12/24 12:41,vkinney_USG,6/12/24 12:41,vkinney_USG,6/12/24 12:40,Vanessa Terrell,NA,UGA,NA,2,NA,4.95,NA,NA,-83.35767889,33.89077926,6/12/24,12:40:00,2024,NA,3/18/24,,GF3,60
51,c1a0cea2-e094-4ee0-8594-6c80d8dd24d8,6/12/24 12:41,vkinney_USG,6/12/24 12:41,vkinney_USG,6/12/24 12:41,Vanessa Terrell,NA,UGA,NA,2,NA,4.72,NA,NA,-83.35769214,33.8907705,6/12/24,12:41:00,2024,NA,3/18/24,,GF3,60
52,6fefca6f-7151-4a31-8aa6-5997f461d575,6/12/24 12:41,vkinney_USG,6/12/24 12:41,vkinney_USG,6/12/24 12:41,Vanessa Terrell,NA,UGA,NA,2,NA,6.12,NA,NA,-83.35767288,33.89076989,6/12/24,12:41:00,2024,NA,3/18/24,,GF3,60
111,ab3fa643-98a7-4a78-87a1-83a18ff968e0,6/14/24 13:42,kfh39602_USG,6/14/24 13:42,kfh39602_USG,6/14/24 13:38,Kristina Hefferle,NA,UGA,NA,2,NA,5.93,NA,NA,-83.35767718,33.89079157,6/14/24,13:38:00,2024,NA,3/18/24,,GF3,60
123,f1413dad-7f37-45b4-84a1-ee56b937de25,6/14/24 14:00,agc93487_USG,6/14/24 14:00,agc93487_USG,6/14/24 14:00,Andie Crenshaw,NA,UGA,NA,2,NA,5.1,NA,NA,-83.35768323,33.89075679,6/14/24,14:00:00,2024,NA,3/18/24,,GF3,60
124,ffd3eb83-700d-4457-aac9-e2e93f84f709,6/14/24 14:01,agc93487_USG,6/14/24 14:01,agc93487_USG,6/14/24 14:00,Andie Crenshaw,NA,UGA,NA,2,NA,6.23,NA,NA,-83.35768323,33.89075679,6/14/24,14:00:00,2024,NA,3/18/24,,GF3,60
125,0cde6c71-7a30-4b86-90e3-d3562cab01af,6/14/24 14:02,agc93487_USG,6/14/24 14:02,agc93487_USG,6/14/24 14:01,Andie Crenshaw,NA,UGA,NA,2,NA,5.39,NA,NA,-83.35768323,33.89075679,6/14/24,14:01:00,2024,NA,3/18/24,,GF3,60
225,59d641ff-093a-430b-8f6b-0fe20fcb19cd,6/17/24 14:23,vkinney_USG,6/17/24 14:23,vkinney_USG,6/17/24 14:23,Vanessa Terrell,NA,UGA,NA,2,NA,4.8,NA,NA,-83.35769163,33.89080322,6/17/24,14:23:00,2024,NA,3/18/24,,GF3,60
226,164ff994-bd1f-4b2a-b42d-7c1070a7a873,6/17/24 14:24,vkinney_USG,6/17/24 14:24,vkinney_USG,6/17/24 14:23,Vanessa Terrell,NA,UGA,NA,2,NA,5.72,NA,NA,-83.35769163,33.89080322,6/17/24,14:23:00,2024,NA,3/18/24,,GF3,60
269,94457d53-c711-4a8c-96e8-b2ae99bf3bd8,6/17/24 15:29,vkinney_USG,6/17/24 15:29,vkinney_USG,6/17/24 15:29,Vanessa Terrell,NA,UGA,NA,2,NA,5,NA,NA,-83.35772057,33.89075411,6/17/24,15:29:00,2024,NA,3/18/24,,GF3,60
364,100a3a9c-3f99-46a4-8c8b-fd659f062b83,6/19/24 14:25,cjn07548_USG,6/19/24 14:25,cjn07548_USG,6/19/24 14:23,Corrie Navis,NA,UGA,NA,2,NA,4.38,NA,NA,-83.35768169,33.89081242,6/19/24,14:23:00,2024,NA,3/18/24,,GF3,60
365,736bbea6-da34-48c9-9e45-726980146435,6/19/24 14:25,cjn07548_USG,6/19/24 14:25,cjn07548_USG,6/19/24 14:24,Corrie Navis,NA,UGA,NA,2,NA,3.61,NA,NA,-83.35777065,33.89081812,6/19/24,14:24:00,2024,NA,3/18/24,,GF3,60
366,ceff7887-8d01-4aaf-bea8-b45961cbcb20,6/19/24 14:25,cjn07548_USG,6/19/24 14:25,cjn07548_USG,6/19/24 14:25,Corrie Navis,NA,UGA,NA,2,NA,4.24,NA,NA,-83.35764469,33.89080594,6/19/24,14:25:00,2024,NA,3/18/24,,GF3,60
468,b47a07ff-3cc7-4aec-915c-b87dfa7f1bb8,6/21/24 13:00,agc93487_USG,6/21/24 13:00,agc93487_USG,6/21/24 13:00,Andie Crenshaw,NA,UGA,NA,2,NA,4.39,NA,NA,-83.35775383,33.89081388,6/21/24,13:00:00,2024,NA,3/18/24,,GF3,60
469,0e8acbc2-66f1-4999-864e-453f7a13ec9a,6/21/24 13:01,agc93487_USG,6/21/24 13:01,agc93487_USG,6/21/24 13:01,Andie Crenshaw,NA,UGA,NA,2,NA,4.11,NA,NA,-83.35775383,33.89081388,6/21/24,13:01:00,2024,NA,3/18/24,,GF3,60
470,443a075e-3cd4-4c27-bf04-656f42167a24,6/21/24 13:01,agc93487_USG,6/21/24 13:01,agc93487_USG,6/21/24 13:01,Andie Crenshaw,NA,UGA,NA,2,NA,5.95,NA,NA,-83.35775383,33.89081388,6/21/24,13:01:00,2024,NA,3/18/24,,GF3,60
471,26f0db5b-e004-40d6-b75f-88021825ba1a,6/21/24 13:01,agc93487_USG,6/21/24 13:01,agc93487_USG,6/21/24 13:01,Andie Crenshaw,NA,UGA,NA,2,NA,4.92,NA,NA,-83.35775383,33.89081388,6/21/24,13:01:00,2024,NA,3/18/24,,GF3,60
472,23ebeced-0aef-451b-b478-138c51133eab,6/21/24 13:02,agc93487_USG,6/21/24 13:02,agc93487_USG,6/21/24 13:01,Andie Crenshaw,NA,UGA,NA,2,NA,3.95,NA,NA,-83.35775383,33.89081388,6/21/24,13:01:00,2024,NA,3/18/24,,GF3,60
473,a9f9af54-3ed2-4687-b7eb-dc0c82fbbaa6,6/21/24 13:02,agc93487_USG,6/21/24 13:02,agc93487_USG,6/21/24 13:02,Andie Crenshaw,NA,UGA,NA,2,NA,5.04,NA,NA,-83.35775383,33.89081388,6/21/24,13:02:00,2024,NA,3/18/24,,GF3,60
491,38e7d78f-b04a-4ff1-a41b-9fbf3f4af6b4,6/21/24 14:08,agc93487_USG,6/21/24 14:08,agc93487_USG,6/21/24 14:07,Andie Crenshaw,NA,UGA,NA,2,NA,5.29,NA,NA,-83.35771325,33.89080796,6/21/24,14:07:00,2024,NA,3/18/24,,GF3,60
661,c46a83c0-5280-4fed-95d4-16c2a3bb7717,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:21,Andie Crenshaw,NA,UGA,NA,2,NA,4.6,NA,NA,-83.35765979,33.8907786,6/24/24,14:21:00,2024,NA,3/18/24,,GF3,60
662,21563e37-7e18-4aae-bec8-1535d3fde20a,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:22,Andie Crenshaw,NA,UGA,NA,2,NA,5.31,NA,NA,-83.35767855,33.89077124,6/24/24,14:22:00,2024,NA,3/18/24,,GF3,60
663,b188bc6b-c80f-4eb3-a5e4-df8af1b44cfd,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:22,Andie Crenshaw,NA,UGA,NA,2,NA,4.63,NA,NA,-83.35767548,33.89073228,6/24/24,14:22:00,2024,NA,3/18/24,,GF3,60
664,a32d32be-9a1a-4adf-a256-6dbbe9d5f1d3,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:23,Andie Crenshaw,NA,UGA,NA,2,NA,4.83,NA,NA,-83.35767364,33.89072378,6/24/24,14:23:00,2024,NA,3/18/24,,GF3,60
665,b1b77555-1c07-46ee-8481-487ab6f880f9,6/24/24 14:29,agc93487_USG,6/24/24 14:29,agc93487_USG,6/24/24 14:23,Andie Crenshaw,NA,UGA,NA,2,NA,4.77,NA,NA,-83.35767918,33.89072389,6/24/24,14:23:00,2024,NA,3/18/24,,GF3,60
741,6fda8763-9ec1-4661-a58c-333e4a5a089c,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:48,Eva Kerr,NA,UGA,NA,2,NA,4.35,NA,NA,-83.35764621,33.89078995,6/26/24,13:48:00,2024,NA,3/18/24,,GF3,60
742,2ba9b376-21b5-470f-a995-bc16ff3be6cc,6/26/24 14:17,ek30648_USG,6/26/24 14:17,ek30648_USG,6/26/24 13:49,Eva Kerr,NA,UGA,NA,2,NA,4.52,NA,NA,-83.3576484,33.89076633,6/26/24,13:49:00,2024,NA,3/18/24,,GF3,60
