Species,ID_No,Clutch.ID,Date.eggs.hatched,Stocking.density,Date.stocked,Tank.ID,Year,Date.metamorphosed,Mass.g.metamorphosed,Mark,Fate.comments,Mortality,Facility,Person Entering Data,Date.collected,Days.to.metamorphosis
Rcapito,1142,gf1,na,60,3/4/23,2,2023,7/10/24,4.89,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1149,gf1,na,60,3/4/23,2,2023,7/10/24,4.12,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1166,gf1,na,60,3/4/23,2,2023,7/12/24,4.68,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,189,gf1,na,60,3/4/23,3,2023,6/14/24,3.22,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,276,gf1,na,60,3/4/23,3,2023,6/16/24,5.92,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,277,gf1,na,60,3/4/23,3,2023,6/16/24,4.7,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,278,gf1,na,60,3/4/23,3,2023,6/16/24,4.85,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,326,gf1,na,60,3/4/23,3,2023,6/18/24,5.49,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,327,gf1,na,60,3/4/23,3,2023,6/18/24,4.24,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,328,gf1,na,60,3/4/23,3,2023,6/18/24,4.92,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,329,gf1,na,60,3/4/23,3,2023,6/18/24,5.05,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,330,gf1,na,60,3/4/23,3,2023,6/18/24,3.76,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,331,gf1,na,60,3/4/23,3,2023,6/18/24,5.89,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,454,gf1,na,60,3/4/23,3,2023,6/21/24,3.85,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,477,gf1,na,60,3/4/23,3,2023,6/21/24,3.9,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,551,gf1,na,60,3/4/23,3,2023,6/21/24,5.4,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,552,gf1,na,60,3/4/23,3,2023,6/21/24,5.63,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,553,gf1,na,60,3/4/23,3,2023,6/21/24,4.64,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,554,gf1,na,60,3/4/23,3,2023,6/21/24,4.06,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,555,gf1,na,60,3/4/23,3,2023,6/21/24,4.55,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,556,gf1,na,60,3/4/23,3,2023,6/21/24,4.55,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,557,gf1,na,60,3/4/23,3,2023,6/21/24,4.79,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,573,gf1,na,60,3/4/23,3,2023,6/21/24,5,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,607,gf1,na,60,3/4/23,3,2023,6/23/24,5.09,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,608,gf1,na,60,3/4/23,3,2023,6/23/24,3.66,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,609,gf1,na,60,3/4/23,3,2023,6/23/24,4.78,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,664,gf1,na,60,3/4/23,3,2023,6/23/24,5.26,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,682,gf1,na,60,3/4/23,3,2023,6/23/24,5.16,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,718,gf1,na,60,3/4/23,3,2023,6/23/24,5.04,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,751,gf1,na,60,3/4/23,3,2023,6/26/24,3.51,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,752,gf1,na,60,3/4/23,3,2023,6/26/24,6.4,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,753,gf1,na,60,3/4/23,3,2023,6/26/24,5.21,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,754,gf1,na,60,3/4/23,3,2023,6/26/24,4.18,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,755,gf1,na,60,3/4/23,3,2023,6/26/24,5.5,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,756,gf1,na,60,3/4/23,3,2023,6/26/24,5,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,757,gf1,na,60,3/4/23,3,2023,6/26/24,4.96,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,813,gf1,na,60,3/4/23,3,2023,6/26/24,5.08,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,828,gf1,na,60,3/4/23,3,2023,6/28/24,6.22,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,829,gf1,na,60,3/4/23,3,2023,6/28/24,3.58,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,830,gf1,na,60,3/4/23,3,2023,6/28/24,4.66,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,831,gf1,na,60,3/4/23,3,2023,6/28/24,4.47,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,832,gf1,na,60,3/4/23,3,2023,6/28/24,5.85,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,833,gf1,na,60,3/4/23,3,2023,6/28/24,6.77,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,834,gf1,na,60,3/4/23,3,2023,6/28/24,4.13,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,835,gf1,na,60,3/4/23,3,2023,6/28/24,4.56,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,836,gf1,na,60,3/4/23,3,2023,6/28/24,4.57,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,943,gf1,na,60,3/4/23,3,2023,6/30/24,5.84,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,944,gf1,na,60,3/4/23,3,2023,6/30/24,4.28,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,945,gf1,na,60,3/4/23,3,2023,6/30/24,5.35,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,946,gf1,na,60,3/4/23,3,2023,6/30/24,4.64,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,999,gf1,na,60,3/4/23,3,2023,7/2/24,4.53,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1023,gf1,na,60,3/4/23,3,2023,7/3/24,5.44,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1026,gf1,na,60,3/4/23,3,2023,7/3/24,5.13,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1030,gf1,na,60,3/4/23,3,2023,7/3/24,5.8,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1046,gf1,na,60,3/4/23,3,2023,7/5/24,5.02,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1084,gf1,na,60,3/4/23,3,2023,7/7/24,5.27,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1085,gf1,na,60,3/4/23,3,2023,7/7/24,5.28,N/A,1cm tail,N/A,UGA,CE,2/13/23,
Rcapito,1095,gf1,na,60,3/4/23,3,2023,7/7/24,5.48,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1123,gf1,na,60,3/4/23,3,2023,7/10/24,6.1,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,1165,gf1,na,60,3/4/23,3,2023,7/12/24,5.78,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,101,gf1,na,60,3/4/23,4,2023,6/12/24,5.94,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,102,gf1,na,60,3/4/23,4,2023,6/12/24,6.86,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,103,gf1,na,60,3/4/23,4,2023,6/12/24,5.03,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,104,gf1,na,60,3/4/23,4,2023,6/12/24,6.31,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,105,gf1,na,60,3/4/23,4,2023,6/12/24,5.35,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,191,gf1,na,60,3/4/23,4,2023,6/14/24,6.48,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,192,gf1,na,60,3/4/23,4,2023,6/14/24,4.22,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,193,gf1,na,60,3/4/23,4,2023,6/14/24,5.89,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,205,gf1,na,60,3/4/23,4,2023,6/14/24,4.63,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,206,gf1,na,60,3/4/23,4,2023,6/14/24,3.21,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,207,gf1,na,60,3/4/23,4,2023,6/14/24,4.89,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,208,gf1,na,60,3/4/23,4,2023,6/15/24,5.04,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,209,gf1,na,60,3/4/23,4,2023,6/15/24,3.98,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,265,gf1,na,60,3/4/23,4,2023,6/16/24,7.19,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,266,gf1,na,60,3/4/23,4,2023,6/16/24,5.72,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,267,gf1,na,60,3/4/23,4,2023,6/16/24,4.47,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,268,gf1,na,60,3/4/23,4,2023,6/16/24,4.96,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,269,gf1,na,60,3/4/23,4,2023,6/16/24,4.92,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,270,gf1,na,60,3/4/23,4,2023,6/16/24,4.76,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,271,gf1,na,60,3/4/23,4,2023,6/16/24,5.12,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,291,gf1,na,60,3/4/23,4,2023,6/16/24,4.52,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,299,gf1,na,60,3/4/23,4,2023,6/18/24,5.39,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,300,gf1,na,60,3/4/23,4,2023,6/18/24,5.33,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,332,gf1,na,60,3/4/23,4,2023,6/18/24,4.89,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,333,gf1,na,60,3/4/23,4,2023,6/18/24,4.78,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,346,gf1,na,60,3/4/23,4,2023,6/18/24,4.6,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,441,gf1,na,60,3/4/23,4,2023,6/21/24,5.02,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,449,gf1,na,60,3/4/23,4,2023,6/21/24,4.72,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,451,gf1,na,60,3/4/23,4,2023,6/21/24,5.13,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,453,gf1,na,60,3/4/23,4,2023,6/21/24,4.52,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,483,gf1,na,60,3/4/23,4,2023,6/21/24,4.65,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,486,gf1,na,60,3/4/23,4,2023,6/21/24,4.64,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,517,gf1,na,60,3/4/23,4,2023,6/21/24,3.66,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,519,gf1,na,60,3/4/23,4,2023,6/21/24,4.26,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,521,gf1,na,60,3/4/23,4,2023,6/21/24,6,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,523,gf1,na,60,3/4/23,4,2023,6/21/24,5.5,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,566,gf1,na,60,3/4/23,4,2023,6/21/24,3.23,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,570,gf1,na,60,3/4/23,4,2023,6/21/24,4.84,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,574,gf1,na,60,3/4/23,4,2023,6/21/24,4.13,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,582,gf1,na,60,3/4/23,4,2023,6/21/24,5.25,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,583,gf1,na,60,3/4/23,4,2023,6/21/24,5.19,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,593,gf1,na,60,3/4/23,4,2023,6/21/24,4.49,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,610,gf1,na,60,3/4/23,4,2023,6/23/24,5.37,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,611,gf1,na,60,3/4/23,4,2023,6/23/24,4.91,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,612,gf1,na,60,3/4/23,4,2023,6/23/24,5.14,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,613,gf1,na,60,3/4/23,4,2023,6/23/24,6.08,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,614,gf1,na,60,3/4/23,4,2023,6/23/24,5.15,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,615,gf1,na,60,3/4/23,4,2023,6/23/24,4.64,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,616,gf1,na,60,3/4/23,4,2023,6/23/24,4.45,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,617,gf1,na,60,3/4/23,4,2023,6/23/24,4.45,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,665,gf1,na,60,3/4/23,4,2023,6/23/24,5.19,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,674,gf1,na,60,3/4/23,4,2023,6/23/24,3.58,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,688,gf1,na,60,3/4/23,4,2023,6/23/24,6.97,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,690,gf1,na,60,3/4/23,4,2023,6/23/24,5.11,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,719,gf1,na,60,3/4/23,4,2023,6/23/24,5.6,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,720,gf1,na,60,3/4/23,4,2023,6/23/24,6.05,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,721,gf1,na,60,3/4/23,4,2023,6/23/24,5.3,N/A,N/A,N/A,UGA,CE,2/13/23,
Rcapito,722,gf1,na,60,3/4/23,4,2023,6/23/24,5.86,N/A,N/A,N/A,UGA,CE,2/13/23,
